,nomeRestaurante,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,IDUsuarioFK
1103,Coco Bambu Recife,0,5,2018-6-1,2018-6-15,Ótimo atendimento Rafael muito atencioso  Comida excelente Vinho bom E o som ambiente está de acordo com a época,Caruaru ,Dautro R
78223,Coco Bambu São José Do Rio Preto,0,5,2021-10-1,2021-10-31,"Nota 1000 em qualidade e atendimento, da simpática Fran! Equipe de parabéns!!!!!!!feliz em te-los em Rio Preto",Elogio,744ceciliak
14581,Coco Bambu Frutos do Mar,0,4,2016-12-1,2016-12-15,"Já estive em algumas filiais da rede em São Paulo e Salvador, e posso afirmar que o restaurante de Fortaleza é o melhor de todos. Espaçoso, bem decorado, de frente para o mar, com atendimento top.  Os pratos tem o grande defeito de serem apenas...Mais",Melhor que as filiais,I7320MIfernandom
9874,Coco Bambu Meireles,0,5,2017-12-1,2017-12-11,"O Mota, um excelente garçom! Gentil, atencioso, rápido e muito alegre. A comida, como sempre, maravilhosa.",Excelente em tudo,Analu M
141134,Coco Bambu Frutos do Mar,0,5,2014-9-1,2014-9-12,"Restaurante maravilhoso, bons pratos, comida farta (até demais) e atendimento nota dez.Deveria ter pratos menores - sobra muita comida para duas pessoas. Tem serviço de manobrista que ajuda bastante em Fortaleza.",Frutos do Mar a vontade!!,WistonRomero
42084,Coco Bambu SP Market,0,5,2018-12-1,2018-12-18,"Atendimento muito bom, garçom -Alex, serviço em geral, comida deliciosa. Ambiente bom, aberto, decoração bonita e aconchegante. Maitre Nice, simpatica, atenciosa.",Jantar de aniversário,Monica U
34490,Coco Bambu Bahia,0,5,2018-10-1,2018-10-19,"Maravilhosooooooo!!! Lugar super gostoso,uma graça. Fomos atendidas por um garçom espetacular,chamado Mizael,por nós,apelidado de Miza. Comemos um espaguete delicioso com molho branco,espinafre e Camarões. Super indico a visita.",Ô delíciaaaaaa!!!,tatianaa484
158472,Coco Bambu Frutos do Mar,1,5,2019-12-1,2019-12-17,"Atendimento muito bom, estao de parabens, pelos esfoco e.decicacao em procurar o em atender o cliente, estou muito grato por toda a equipe coco Bambu..",14 anos de casados,488mundod
172617,Coco Bambu Flamboyant,0,4,2016-7-1,2016-9-14,"Como nos demais Coco Bambu, a comida é maravilhosa. O cardápio tem muitas opções, tanto de comidas como de bebidas. O atendimento é bom, entretanto,  no final do almoço, senti incomodada com a demonstração do garçon do seu interesse para que fossemos embora rápido.",Comida maravilhosa,ingridrd
43897,Coco Bambu Meireles,0,5,2017-11-1,2017-11-10,"Comida muito boa, excelente atendimento pelo garçons abraao , diego , paulinho e igor... serviço rapido , uma coisa que demorou um pouco mais foi a sobremesa",Aniversario da minha filha,lindembergmartins
140922,Coco Bambu Anália Franco,1,5,2019-10-1,2019-10-7,"Fomos bem atendido pelo garçom Eraldo e o gerente Charles. O suco muito bom, salada saborosa e o prato de peixe tilapia grelhada também saborosa.",Almoço com a esposa,Nilton C
28201,Coco Bambu Brasília Shopping,0,5,2018-8-1,2018-8-6,Restaurante maravilhoso com atendimento do João Francisco excelente! Comida boa e música de qualidade.,Aniversário,marcelo g
108141,Coco Bambu Market Place,0,4,2017-2-1,2017-3-6,"Restaurante muito bom para comer camarão, O prato dá bem para o número de pessoas indicadas, porém havíamos ido a este restaurante no dia primeiro de janeiro e voltamos agora no sábado de Carnaval para jantar e nos surpreendeu o aumento nos preços - na...Mais",Boa opção,ReginaAugusta
82168,Coco Bambu Lago Sul,0,5,2019-10-1,2019-10-14,"Excelente atendimento. Todos os profissionais, com quem tivemos contato,nos atenderam muito bem. Preocuparam-se com cada detalhe. Até o suco que meu filho derramou na roupa eles limparam, o próprio maitre o fez.",Almoço em família,Kadualencarofficial
2792,Coco Bambu - Dom Pastel,1,5,2019-7-1,2019-7-2,"Ambiente bastante agradável, fomos bem recepcionados e atendidos pelo garçom Eduardo.  Comida excelente.",Jantar de aniversário,beatrizbraga008
88690,Coco Bambu JK,2,5,2020-1-1,2020-1-12,"Gostamos muito do prato pedido: Camarão Coco Bambu a sugestão do vinho excelente  Sumelie Tiago nós atendeu muito bem, nota 10",Casal,42rosanal
40841,Coco Bambu JK,0,3,2018-6-1,2018-8-7,"Restaurante espaçoso, extremamente barulhento com muitas famílias. A comida é honesta, não espetacular. Garçons um pouco confusos. Ambiente escuro para o tipo de frequentadores.","Muito barulho, comida razoavel",soniabB6069OG
123350,Coco Bambu Frutos do Mar,1,5,2014-3-1,2014-11-15,"Diante da variedade de pratos, foi difícil escolher o prato com camarão. Além de delicioso, a aparência aumentava mais a expectativa de apreciar aquela arte. Como sobremesa, lá encontrava-se o melhor ""pudim do mundo"", que realmente estava delicioso. Recomendo",Delícia de camarão,Esly S
125475,Coco Bambu Frutos do Mar,0,5,2016-11-1,2016-11-19,Excelente comida e atendimento! Melhor camarão da cidade. Vale a pena repetir a estadia no melhor restaurante da cidade.,Almoço ,thomasyuri
171389,Coco Bambu Meireles,1,5,2018-1-1,2018-1-19,"Camarão internacional: prato muito bem servido é delicioso! O ambiente dispensa comentários e o atendimento sempre impecável! João Paulo, Abraão, Felipe e Gabriel.",Almoço com os miglos ,Yêda B
161514,Coco Bambu Meireles,0,5,2014-11-1,2015-1-21,"Os pratos são muito bem apresentados e em boa quantidade de comida, podendo satisfazer de 2 a 3 pessoas. A qualidade é excelente. Recomendo",gostoso e bem servido,ChrisBonazzi
165595,Coco Bambu Sul Restaurante,0,5,2017-11-1,2017-11-17,"Fui atendida pelo guilherme, ótimo atendimento e camarão internacional maravilhoso. Camarão veio bem rápido.",Visita ao coco bambu ,vivianmariass
4772,Coco Bambu Bahia,0,5,2018-10-1,2018-10-18,"Comida muuuito saborosa, cerveja geladíssima, atendimento rápido e eficiciente. Tudo para deixar a sexta-feira animada!",Só elogios,Amanda G
120156,Coco Bambu Market Place,1,5,2020-1-1,2020-1-13,Matheus Carvalho e Mazinho nos atenderam muito bem. Nos sentimos acolhidos. E a comida estava ótima e num preço justo,Almoço,adilsont179
122104,Coco Bambu Sul Restaurante,0,5,2014-4-1,2014-4-30,"Cada vinda ao Cocobambu é mais uma oportunidade para desfrutar de excelentes pratos, com bom atendimento. Começamos com pastel de bacalhau e lulas de entrada, com cerveja estupidamente gelada. No almoço, lombo de bacalhau ao forno para 02 pessoas. Tivemos uma falha que comentei com...Mais",Excelente!,WalfredoDantas
45837,Coco Bambu Recife,1,5,2018-7-1,2018-7-19,"Local com fina arquitetura e música agradável. Ambiente agradabilíssimo. Pedimos lagosta, que estava maravilhosa. No tocante ao atendimento, realizado pelo garçons Edimilson e seu auxiliar Eduardo, foi com nível de excelência: atenciosos, educados e risonhos. Noite maravilhosa. Aconselho a todos virem.",Imperdível! Excelente prato e atendimento,Daniela C
130195,Coco Bambu Sul Restaurante,1,5,2018-10-1,2018-10-15,"Estive durante o almoço no estabelecimento com minha família e, além da bela refeição servida, tenho que destacar o fabuloso atendimento prestado por seus funcionários,  em especial ao garçom Alex, pessoa gentil,  atenciosa e grande profissional.  Parabéns aos administradores pelo conjunto de atendimento!",Parabéns pelo atendimento,betewaston2014
135342,Coco Bambu Ribeirao Preto,0,5,2015-6-1,2015-7-8,"Alem de um ambiente agradável, o atendimento é perfeito. A comida tem um sabor impecável, deliciosamente prazerosa a degustação dos pratos e sabores. É muito bem servido em uma farta quantidade. Recomendo e muito que conheçam e apreciem esse lugar.",Excelente Atendimento,118paulineguedes
119804,Coco Bambu Vila Velha,0,4,2018-1-1,2018-3-4,"Ambiente agradável, comida muito boa , porém preço um tanto salgado, poderiam oferecer promoções na semana ao menos.",Excelente,Soraya S
89762,Coco Bambu Sul Restaurante,0,5,2017-9-1,2017-9-10,"Excelente atendimento (garçom Josi), ótimo para crianças, espaço infantil sensacional▪Comida, bebida para todos os gostos Música de qualidade",Atendimento ,Samira M
10338,Coco Bambu Bahia,0,4,2018-3-1,2018-3-17,"Pedi uma salada ceasar com camarões e uma porção de camarões na cerveja. Ambos maravilhosos!! O atendimento deixa a desejar...como sou de Minas seria legal ter recebido sugestões e mais atenção, mas os garçons não são tão atenciosos. No entanto, compensam no sabor!",Melhor camarão!,369larap
174037,Coco Bambu Bahia,0,5,2022-8-1,2022-8-1,Atendimento muito bom de Fátima. Comida bem servida e música de melhor qualidade.  Gastamos muito daqui.,Jantar de Aniversário,Andrei R
179380,Coco Bambu Brasília Shopping,0,3,2017-12-1,2017-12-4,"Apesar de ser um franquia da unidade do lago sul , a qualidade é inferior pelo menos na noite em que fui, eu fui mal atendida e a comida não veio tão gostosa quanto à da outra unidade! Quem quiser ir ao coco bambu na...Mais",Noite frustrada no coco bambu,Hannah K
144172,Coco Bambu,0,4,2018-6-1,2018-7-10,"O local é espaçoso, com muitas mesas, mas ainda assim oferece um ambiente intimista, inclusive com opção de música ao vivo em um dos ambientes. O único porém, a meu ver, é o fato de ficar dentro de um shopping. Para famílias, bom saber que...Mais",Ambiente agradável e comida deliciosa!,kkzytta
134155,Coco Bambu Manaus,0,5,2017-11-1,2017-11-30,"Lugar maravilhoso e atendimento PERFEITO feito pelo garçom Gama, o melhor da casa, atencioso e alegre e o gerente Mauro que nos tratou de forma personalizada e com muita atenção! Excelente! Parabéns a Equipe Coco Bambu!",Comemoração de Aniversário ,Thaís B
39515,Coco Bambu Ribeirao Preto,1,5,2019-5-1,2019-5-5,"O César nos atendeu com muita educação e atenção. Comida ótima e sem demora! Ambiente familiar, organizado e limpo",Boa comida e atendimento ,christiansF9125HD
57297,Coco Bambu Anhembi,0,5,2018-7-1,2018-7-13,"Espaço fantástico, com atendimento muito bom e simpático. Comida da melhor qualidade. Voltaremos muitas vezes com certeza. Maitre Denilson e Fernando show...",Almoço espaço pet,TopGreen C
15575,Coco Bambu Lago Sul,0,5,2018-8-1,2018-8-15,O Douglas é fera! Pode promover pra chefe! Ele se veste muito bem. O garçom estava cheiroso. A vista é maravilhosa.,Almoço,Hicaro F
185722,Coco Bambu Ribeirao Preto,0,5,2021-4-1,2021-4-24,"Gostaria de parabenizar o restaurante, atendimento perfeito, comida maravilhosa, o garçom leonardo foi extremamente atencioso! Limpeza ótima, super seguro, mesas distanciadas. Recomendo!",Avaliação coco bambu,LauraM9654
86024,Coco Bambu Flamboyant,0,4,2016-6-1,2016-12-20,"Definitivamente não é um restaurante gourmet, mas satisfaz ao que se propõe. Excelente para refeições com grupos grandes, já que possui cardápio extenso e variado. Filas enormes aos finais de semana e atendimento um tanto desatento.",Bom para refeições em grupo,772thatianer
18509,Coco Bambu Águas Claras,1,5,2020-1-1,2020-1-16,"Ótima comida, ótimo atendimento do Luís e do Souza, local agradável! Um cardápio extenso e tudo que pedir pra experimentar é maravilhoso. E a melhor gorda de limão que já provei!",Maravilhoso!,MailaS35
104121,Coco Bambu Anhembi,1,5,2019-3-1,2019-3-4,"Ótima festa de carnaval! As crianças se divertiram, aproveitaram e degustamos uma maravilhosa comida! Lugar super aconchegante e estruturado. Recomendo demais! Parabéns Coco Bambu Anhembi",Carna Kids,Cris04Pimenta
29555,Coco Bambu JK,0,5,2017-10-1,2017-10-19,Um simples almoço com minha mãe tornou-se especial pela excelente comida e atendimento impecável do garçom Marcos Melo!!!,Delicia de almoço,100alice1981
91549,Coco Bambu Ribeirao Preto,0,5,2020-1-1,2020-1-20,"Ambiente agradável,comida muito boa, atendimento gentil e muito atencioso da entrada a saída, especialmente para quem nos atendeu, garçom Jonathan. Perfeito.....",Garçom Jonathan muito gentil,Silagondi
45576,Coco Bambu,0,5,2017-10-1,2017-10-28,"Quando quero matar a saudade da comida nordestina, nada como apreciar um maravilhoso prato, ambiente bem familiar e amplo.",Encontro com amigos ,Ezequias C
170654,Coco Bambu Porto Alegre,0,5,2022-8-1,2022-8-1,Garçom Darlan atendimento exemplar e comida muito boa! Ainda usamos descontos pelo aplicativo. Voltarei com certeza!,Comida boa e atendimento ótimo para grupos,Amanda C
144023,Coco Bambu Frutos do Mar,0,5,2015-10-1,2016-9-2,"A comida é muuuuuuito boa, porém o preço é alto. Não aconselho a ir quem estiver com o orçamento limitado. Atendimento bom, comida sensacional. Voltarei com certeza.",Passeio,Leticia P
160700,Coco Bambu Anália Franco,0,5,2018-7-1,2018-7-6,"Fomos rebidos com muita atenção de toda a equipe, e ao nos sentarmos fomos atendido super bem pelo garçom responsável Souza. Super indico.",Ótima recepção e pratos deliciosos,Thiago C
3759,Coco Bambu Frutos do Mar,0,3,2013-11-1,2014-2-19,"Bem localizado em Fortaleza, este restaurante esta na avenida  beira mar. O restaurante tem lindissima vista do mar de Fortaleza. Os frutos do mar servidos ali sao maravilhosos, vale a pena conferir, super recomendado.",bom,izabel a
134631,Coco Bambu Campinas,0,4,2019-1-1,2019-1-18,Atendimento excelente realizado pelo garçom Lima. Vamos com frequencia e aproveitamos as promoçoes de pratos com camarao super recomendado. Hj os camaroes estavam menores e em menor quantidade do que outras vezes. Pedimos o Camarao a Praia de Boa Viagem que é espaguete com molho...Mais,Ambiente agradavel e boa comida,2015Elizabethg
150691,Coco Bambu Anália Franco,1,5,2022-2-1,2022-2-2,"Recepção do jean foi ótima e o atendimento do Paulo maravilhoso, o prato estava muito gostoso e bem servido",Comemoração do aniversário da gabrielly,535gabriellyv
4779,Coco Bambu Bahia,0,5,2018-10-1,2018-10-16,Serviço excelente. Comida deliciosa. O camarão internacional muito bom. E o atendimento do sr Misael garçom foi nota 10!!!,Coco Bahia,Maiana M
113054,Coco Bambu Campinas,0,5,2018-4-1,2018-4-12,"Moramos no exterior e estando por aqui matando as saudades, não podíamos deixar de ir ao Coco Bambu! Como sempre, a comida ótima e o atendimento do Ricardo nota 1000. Simpático, atencioso e gentil.  Muito bom ! Recomendo !!!!",Atendimento e comida maravilhosos ! ,luj20142014
90517,Coco Bambu Uberlândia,0,5,2018-8-1,2018-8-25,"Ótimo atendimento, cardápio variado, garçom Fábio, chopp geladissimo,falta imagem ilustrativa no cardapio dos pratos.",Vale night dos filhos,Ricardo T
82858,Coco Bambu Botafogo Rio,0,5,2021-5-1,2021-5-22,"Dia 19/05 decidir ir almoçar no coco bambu atendimento, comida e ambiente maravilhoso. Obg cocó bambu",Dia 19/05 decidir ir almoçar,luizleitao
52363,Coco Bambu Anália Franco,0,5,2018-10-1,2018-10-21,"Comida maravilhosa, camarão em Costra e filé à molho mostarda, atendimento perfeito feitos pelo, garçom Rubens e gerente Charles ☺️😍",Maravilhoso,Juliana S
179349,Coco Bambu Meireles,1,5,2019-10-1,2019-10-18,"Maravilhosa! Excelente comida, acompanhamento pelo garçom Wemerson nota 100! Tudo otimo. Nada a reclamar!",Almoco,Cinara M
22981,Coco Bambu - Dom Pastel,1,5,2020-3-1,2020-3-5,"Estive no restaurante almoçando com amigas e fomos muito bem atendidas pelo Rodrigo Baiano. Desejo tudo de maravilhoso para ele, super simpático,atencioso. Ele merece um aumento.",Almoço top,d_borahm541
74899,Coco Bambu Frutos do Mar,1,5,2019-7-1,2019-7-6,"O atendimento do Diego foi excelente. O ambiente é ótimo. A comida estava perfeita. Simplesmente, recomendo.",Férias,Pedro O
42864,Coco Bambu Meireles,0,5,2021-8-1,2021-8-24,Atendimento do garçom Rafael muito atencioso e comida muito boa! Coco bambu sempre surpreende! Toppppppppppppppppppp,Top,lucianaf522
108845,Coco Bambu Sul Restaurante,0,4,2015-7-1,2016-2-24,"Minha filha adorou, pois tem um espaço bem legal com monitor para as crianças brincarem. Não demos muita sorte com o prato, não estava tão maravilhoso assim, mas OK.",Legal para criança,Marilei_Ferreira
